User-ID;ISBN;Rating
177432;0380002450;7
70573;0345342968;7
236283;0451148029;0
110973;0451146425;0
113519;0345443284;8
153513;0786886307;0
229329;0586063587;7
268032;0684818868;0
237518;349913439x;0
69697;0373790384;0
55900;8387021873;0
200226;034543353X;0
234721;0451457897;8
10747;880438266X;5
43920;0451167309;4
66523;0312195516;9
216705;9722110195;7
6563;0446608009;0
192766;0312989709;8
190807;0373116632;6
149421;0155001620;0
49144;8481094099;5
55492;0679745203;0
177635;0140302050;0
112559;0380756218;9
95954;0679433023;6
91751;0385497466;6
266867;0749748001;0
31315;0316899984;0
2508;0552998443;0
125240;0380753448;8
74172;2253933546;7
111190;0375704248;0
149948;0006543863;0
194463;0425174344;6
43742;8887765472;0
143253;0812065913;0
226959;0786886307;9
43404;1878923102;0
210276;0380716542;0
60130;042510107X;0
170513;0375703764;0
11724;0449212653;0
269728;0732258782;7
139467;0060810238;0
98391;0312290276;8
88283;0671534718;0
261564;0141003774;0
58156;0195152956;8
78553;0836267869;10
87974;1400078660;0
58497;0671011367;7
202919;0316284955;0
98391;0373709935;9
40134;0425153975;0
145619;1570622329;0
76977;0310980755;7
190925;0061080608;0
68846;0064406423;0
242824;0821732226;0
51742;0553271636;0
203649;1558175938;0
217338;0140293469;8
166596;0749395990;9
55548;0345336895;0
257962;0671885332;0
111174;0060921145;0
47975;0440221471;0
251844;0445402296;0
200674;0373112114;0
93426;0312274920;0
143415;0440415969;0
41757;0440224829;0
204467;0515123447;10
178968;9728661142;9
221467;0935796681;8
98256;0345369343;5
45418;0385421982;6
254971;0425171884;0
52002;0316666343;10
241548;0812551478;0
100459;0375703063;0
268932;0440410231;0
223958;044023722X;0
259114;0894710877;10
75107;9067661236;0
11645;0451202902;5
151771;0679442375;0
236283;0448401665;0
52307;884205514X;0
229344;0812535219;0
179408;0425194493;0
55700;0375713123;7
245287;0060256656;0
68555;0064400018;0
155916;1852533137;0
124363;0805063897;0
106816;0345419014;0
52525;0766601706;5
170786;0440220343;0
108799;0671801074;0
238961;0671743481;10
71522;0231060890;5
174791;0140349332;0
55492;0140274146;7
182085;0312281927;0
227538;0671242296;0
150968;0671042467;0
135460;1570613818;5
270370;0060164786;0
275154;0471392286;8
88733;0425126560;0
12657;3404241134;6
173352;0060952970;8
209756;0373261179;0
152468;0195095391;0
214841;904140500;0
38802;0553569376;7
164828;0804119686;0
141511;0441000312;6
123608;0395633133;9
192093;0425122727;0
121594;0440202485;0
251442;0671733419;0
134118;037570731X;0
50204;0875962912;0
268143;0452279178;8
253629;0345447840;5
257809;0060514930;0
198711;0440910544;0
82926;0553250426;0
248718;0886776945;0
11676;0140433627;0
198711;0671690590;0
16795;0142002267;0
258160;0449213757;0
210367;0446327085;0
227507;842974178X;5
187517;0345280202;0
76352;0515120863;0
30711;0060933925;7
215023;0380815583;8
221723;1550540866;5
202462;0671027360;8
212142;0060283130;0
227447;037326013X;0
161480;2707303143;8
124197;00000001949;7
125039;0385508042;0
226373;0671020315;0
197659;0553227971;9
69697;0373835426;0
66129;0385059418;8
225763;0449003787;0
171118;1841070521;0
272407;0671867113;0
56554;0345439155;8
130474;0373705700;0
52584;0440200989;0
3371;0943233941;0
149908;0140279407;7
98758;0312262884;7
126015;1550139029;6
63545;0440242002;6
68059;0440223202;0
115490;0679426159;0
20871;8817843539;0
16916;0553114271;0
274111;0553231820;0
203799;1588250059;0
140036;0451171357;0
70047;0060924349;5
99992;038097617X;0
26544;0425165108;0
200093;0752528246;0
230699;1573247022;0
135869;0451204816;0
133123;0553294385;3
148695;0060298480;0
274199;0446519138;8
43246;0552998192;0
54036;8449500524;0
263149;3442121434;0
11676;031228988X;8
200226;0061003719;0
168931;0425104052;10
40553;0553246895;0
142202;8440203926;0
99955;0451526503;0
64448;225314858X;0
59727;0440498058;0
23902;0349112452;7
51883;0373227515;0
144910;0874514320;8
155383;0345409469;3
47903;031298328X;0
210573;0380724979;6
70183;0786902639;10
250406;0671038184;0
241198;3980834700;0
166824;0064400972;10
126492;0060932759;0
43698;0679781552;8
153115;0671791583;9
235384;0782121292;7
93672;0671776134;8
165866;0684853507;10
183196;0786916060;0
191716;0451406273;0
153322;0671004530;0
12538;0595144470;0
148651;0316284955;8
6703;848538864X;0
225186;1853260053;0
165308;1895836638;0
248718;0140443606;9
195455;0684835770;9
83109;2760922804;8
272482;9721030325;8
121532;0684837226;6
46962;0804111898;0
32195;0821734466;0
71712;0812541642;0
7158;0843953144;0
209875;0812550285;5
188010;0373708300;0
59172;0440205573;0
246216;1556523882;0
225986;0006167632;0
180832;0472061453;7
126736;0684856093;5
172061;0689817215;0
243;155874262X;5
228764;0380781441;0
149690;0007140676;0
224944;0743476239;0
190871;1891575236;10
141128;0671027360;7
103541;3404242920;9
90653;1558743669;0
6153;1558743669;7
180804;8574023477;7
101876;0441104029;0
245312;0380720434;0
86243;0340823887;0
38781;0380817411;0
268932;0345425707;5
136747;0425143341;8
195070;842264924I;0
16795;0345388151;8
268032;0671510053;0
200978;067972267X;0
125774;0879856130;0
114143;0451167716;0
158295;0446364703;0
15046;0451191013;8
36836;0899193099;0
14521;0440208513;0
150124;0812564502;0
240441;0671042262;0
239628;0060926430;0
38278;074322535X;10
62895;0890763199;0
166596;0440213290;8
238120;0698107489;0
277196;812551788;0
162626;0385474016;0
64524;0887483968;10
69697;0821774689;0
143175;0061004251;0
199064;0452270642;0
250936;0373244797;0
103541;0552146161;9
163349;0316602906;8
156971;2080680196;0
35532;0345320395;6
208271;0142302082;9
224122;0140271805;0
139245;0440415365;0
131459;8401014956;5
251613;0062503723;0
30642;0375703055;0
255840;3423202327;10
63938;0345458923;0
27462;0425157628;0
77128;0425182878;8
4896;0875421180;0
249140;0007178484;7
146348;0316782076;10
33319;0553246895;0
232945;0446612626;0
150124;0892881518;0
176062;0140342540;0
155247;0440216745;7
73394;1551666863;0
171049;0809239965;10
114368;0385336306;5
239780;9029042672/CI;0
249746;0446610550;5
204864;0451208188;0
138844;0446363251;0
230522;0517336324;8
246655;1551669234;0
253821;0843941502;0
128739;0553274295;10
208019;0743504356;0
73464;3453086635;8
99955;0812590244;0
129338;0375708111;8
29185;0812551486;4
170229;0590425994;0
123095;0375703055;0
110746;0099750813;0
164828;0373835515;7
129358;1551666766;0
198711;0425132048;0
76223;0345370775;8
178405;2253152080;8
215942;2277223255;0
135149;038531258X;0
194864;8466311815;5
271284;0671733893;0
109901;0767902521;8
100906;0689711522;0
240484;0440236053;8
133571;082176022X;0
221445;0385314388;0
175493;3404129423;0
71490;0425170500;1
64346;0345247183;9
10447;0931948932;0
246311;0449211479;9
154926;0609600575;7
213316;0684837889;0
268300;0446908045;8
62891;0373250452;0
100906;0380633132;0
164828;0739426540;5
25131;425040348;0
242824;037307462X;0
98391;0849917913;10
135351;0786887257;3
177432;0446355453;7
170947;0440213991;9
107044;034027753X;6
48707;172628571;0
30972;0380792486;0
243929;0060936649;0
167507;0312984839;8
225763;1562614606;5
114868;044022165X;7
73044;080410753X;0
16155;0749303808;0
193798;1565843436;0
243077;0671563122;0
233997;1558747966;4
42869;8845908577;6
165758;0441783589;5
107951;3892712565;0
256072;0060194448;0
193632;0689857705;8
138441;0505523418;0
46197;9513113809;0
82893;0425177173;0
124942;0590476890;0
165319;044100492X;0
255651;0679451145;0
124487;031298328x;0
35859;0553578529;0
277203;0717283208;8
60244;0965301206;0
48988;0812506502;0
107073;0515130966;0
233911;0671008803;0
251518;0449218929;0
224159;0425109291;0
129358;0373631820;0
182993;0312316933;0
184299;0440227011;0
210685;0671568175;8
225903;0525467769;9
83671;0887330673;10
124692;0062585231;0
10560;0345273494;10
253852;2266127896;8
127200;0515085286;6
228764;0743467604;0
52584;0380006766;0
43404;0618129081;0
110382;0385730586;0
30511;0820311286;7
278490;0743206053;0
39773;0671563122;0
237727;0670811882;0
52781;0552998516;10
169755;0373619472;0
62078;223334232;0
175003;0684872153;0
62755;0312962436;0
235842;0307039153;0
101209;0843944056;0
265115;0385504209;0
76151;037329056X;5
84468;0375401601;0
275970;0312421478;0
246655;0373029861;0
201792;0689710879;10
13093;8420646113;0
244702;0812510488;0
89461;0140386645;8
114207;0006479286;0
93147;0753505290;8
274808;0553213105;10
138995;039515023X;0
84897;0156001411;0
165838;0446403695;10
144531;0671775499;0
261925;2266117564;0
37974;0786866020;0
228764;055357602X;0
250184;044651747X;0
150896;0140177388;0
230522;0553275976;7
82407;0684863375;9
139828;0446600989;7
251580;068486875X;8
224349;0062502182;0
111174;0140167188;0
59568;0440130999;8
6789;067976268X;0
56271;0747552509;0
43163;0373078064;0
162248;3596109167;8
166373;0803257325;0
223607;0886777666;0
177406;0146000358;5
56554;0515124893;9
203844;0060937866;8
228998;0425178773;0
93047;0375706682;0
175145;0446354678;0
135365;0679731725;0
184365;0879055596;0
265313;0446526002;0
11676;0486266893;7
3363;1879441845;0
233656;078686317X;0
242299;0380813815;8
114414;067160371X;0
106936;0399145087;0
186570;0671034006;0
215658;0552143774;3
199025;0884114333;0
76352;0743456181;0
204864;0060923245;0
251843;0316602051;8
98391;0425196119;10
80203;0394572343;0
153662;0061001511;0
107021;0764423282;0
150968;0671038540;8
199416;0679435328;8
40330;0553211757;0
153662;044922502X;0
98297;0140369910;0
51037;0141303107;0
234828;0345336615;10
201783;0878510370;7
205735;0385133170;0
113519;0933895895;0
111747;0425185710;0
256775;0312991428;8
242233;0380693771;0
164492;0316693006;7
13552;0553578960;0
228998;0671042262;0
115372;0241133726;6
162639;0449211681;0
128331;0679746048;7
100846;0446525502;0
69721;0385335660;0
261829;0373484895;0
153662;0385720955;0
1025;0752853007;6
95888;2842057120;0
259629;0345459202;9
198711;0394840771;0
150431;0425152367;6
190890;2253151408;8
178079;1573220000;0
265487;0743471555;0
87141;0446324736;9
125892;0439163005;0
209516;056338378X;9
70594;0060161744;0
212898;0064471101;0
269799;0064471063;0
86947;0877900299;10
164905;0373115083;5
254865;1853261580;0
40889;0913367559;0
153662;0486265323;10
85433;3442356903;0
105028;0345413377;0
234623;0064470393;0
130474;0446301698;0
206979;0971880107;0
41264;0553812777;5
36836;1565123328;0
247245;0060280786;10
238461;0743406583;0
127129;0743411250;0
35857;0060508302;0
147847;0440207428;0
38654;0671468200;8
101521;0670887269;0
127429;0553289586;0
40559;0670030724;8
231210;0712634061;0
9289;042518045X;0
257204;0747244405;0
16795;0448400901;5
225087;039441053X;0
156706;3423009152;0
250794;0385241844;0
126783;0517189682;9
247429;1576735796;0
25601;0140159940;0
127359;0385730284;0
98741;1577941640;0
240403;0890877025;7
104413;0446532231;0
242006;0451160029;5
2357;0375725784;8
258185;0451402383;9
28877;0451206460;0
137497;1573221112;8
233911;0886773563;0
114414;0440328810;0
91576;0671788892;0
49144;8489644713;5
145728;0380730847;0
174131;0399210733;0
182085;1551668947;0
15408;0553801821;0
89551;080411868X;0
127429;0345315715;0
31315;0684856603;9
93364;0345391810;3
56399;0099225824;0
143683;0374480133;9
274301;0425166619;0
196146;0060082879;0
95316;0380722615;0
20115;034540288X;0
258185;0380761327;0
108285;0449231984;0
125692;0373194153;0
24921;0821743155;0
27617;0671876414;0
252713;0553349481;0
171235;3855359172;8
276647;0553571001;0
171471;0887309100;0
172061;0441008658;10
160633;0340368365;8
183436;1569314071;9
275970;0140187464;0
127519;037344141X;6
197717;0446404039;8
86242;0887482007;8
44450;0451184785;0
69933;0892966505;0
64185;0515105198;9
23768;1568580037;7
2276;0345296052;0
165444;0552146730;8
31229;0028604199;0
147847;1551665867;0
55183;0140113886;3
172512;0061040827;0
16599;0345337662;8
270554;0671003755;8
278418;0590484613;0
255122;914304044;0
151702;0064408620;0
234623;0061094471;0
169779;1890694320;8
69056;0451187903;0
209489;0671749943;0
138833;080213212X;7
94781;038081479X;0
67690;0800791452;5
228764;0380795043;0
157811;044669259X;0
150269;0061014176;8
37950;0380705354;0
211919;0195078993;7
162227;3492028888;6
110934;0452269253;0
11676;0440204887;10
185233;0376012250;0
76352;0671004107;0
204396;031208188X;10
268932;0590673181;5
190492;0451185501;7
35859;0070212570;10
278418;0849938252;0
36836;0684853205;10
16835;0886779162;5
215787;2277211974;0
31846;0316359556;0
69697;0373835760;9
260419;0451526562;8
190708;0553277685;0
69697;0425153789;10
216100;0375701303;0
124942;0312990456;0
181687;0671786040;0
117251;1563410443;8
20971;044922788X;7
16634;0441005748;0
120440;0590477374;7
95359;0451409256;9
23872;0689312539;10
6251;0394900014;0
183088;0399149864;9
180795;0743449371;7
198711;0828014442;0
108392;0385093144;0
242143;0345384903;0
278418;1565970705;0
189100;091967065;0
116931;0440940001;0
266824;3411082615;4
70994;0380784491;8
254160;0385420161;0
141444;0440214424;5
127131;0340511214;0
205285;0316777722;7
220081;3257218265;5
238526;0425147622;0
34032;0679781587;7
207499;078670621X;0
23902;1559278331;0
16795;0671004271;0
174334;0140177493;0
249838;3404131509;0
254498;8879725998;0
129358;1565970438;0
20428;0140184937;0
220664;0380786230;9
138844;0373169221;0
78783;1581822871;0
225989;0399145079;0
147847;0373196075;0
18945;0434009210;3
124942;0671867113;0
138844;0002220776;0
105517;0316284955;7
216444;0571114075;0
277230;037541309X;7
68615;0671776134;0
184299;0312169078;0
251050;0375702709;0
98547;0446610550;9
137589;0892861428;0
106590;8804494441;0
52584;0671780387;0
53418;0688106889;8
210822;0515118230;7
5756;0752860178;0
94347;0385498799;5
242824;0373195370;0
227447;0385319002;5
8284;0440222877;0
54453;1885101740;0
43842;0060542128;0
124206;0330296302;0
266807;0553569058;0
269157;0345342615;0
217934;0452278848;9
101179;3404242149;7
177040;0345419979;0
44595;0812559665;0
102967;0425158632;0
198012;067162508X;5
170575;0515126772;0
147847;0671002813;5
69355;1561565946;0
240225;1576737489;0
220664;068971310X;0
230427;3932069080;0
239942;8806296604;0
53220;0312978707;0
15418;0451163516;6
258348;3936384010;0
30972;0446607193;0
146855;0446395072;8
190459;0156027321;9
278418;0440482216;0
148744;0140270590;0
95359;0060934417;9
87257;0394528360;0
168726;0061013005;7
95108;3502552460;0
11601;0140077715;0
U005;1568820232;1
32211;0316110590;0
64763;0374518653;0
72238;0671004573;0
173476;0571139493;6
265115;0373262485;9
124310;0312957734;7
169754;0671646338;0
195326;0373484410;0
27100;3442422329;0
264085;8439637071;3
115120;0425140318;0
198711;0140387471;0
123883;0373484224;5
16418;0425165701;5
22074;0380701006;0
271844;0425161722;0
11382;9879049136;0
98741;0887801099;0
242824;051512902X;0
69022;0804113831;8
70415;0449206181;8
123956;3612270613;5
11676;2290305537;0
107784;0553560719;0
125692;0380507730;0
55178;0451205065;0
46909;0142001740;0
266753;0756401666;6
43645;848307012X;6
214809;8804507454;9
196077;0440213991;0
170264;0440217547;0
204065;0140167064;0
156150;0140102833;0
14521;034532532X;0
203240;0590447386;0
98391;0842386564;9
183740;0451175816;9
161423;1551667010;9
6532;0449220605;8
43920;0451205669;0
15408;0028615883;10
4571;0143003011;6
100852;8432210730;9
29259;0871136791;0
209155;0671558625;5
23902;1854798200;8
230522;0312977379;0
175003;044021422X;0
228998;0671742949;0
245827;0310257123;0
110973;0821750925;0
239808;0671034111;5
81136;0451156609;7
160485;0399140204;0
52584;0743225406;0
211610;2738107915;9
147224;0345350472;8
259260;0375506039;0
263219;8881833204;10
30170;0765340151;9
11676;0439104688;8
70666;0385484518;10
21075;0380718332;0
174477;0684818833;7
114078;9056373749;7
102647;0446604658;0
75860;038519806X;0
260183;0552133256;0
43595;0749323388;7
198065;644341179;0
227447;0312976836;0
6575;0440204321;0
192937;3746615143;3
174092;0767915305;0
186570;0140062688;0
185233;0816762732;0
166334;0553581651;8
117635;0449911594;0
40889;0345298349;6
198711;0394552547;0
156150;0451184726;0
277195;0330332775;10
225087;0590440632;0
224525;0141314818;10
144219;0061043532;0
148744;0553212338;8
196160;0061056901;0
15654;0671755064;7
70541;0517542099;10
118135;0747516855;7
79961;0877840768;10
11676;0375413081;9
203968;0553578820;0
266566;0757300286;9
35859;0739426176;0
69697;0312291639;0
251422;0671728687;0
29553;0000000020;9
98391;0786248653;9
35859;0140299645;0
3605;0451147367;5
236172;0843952016;0
126726;0440212316;0
115777;8420430927;7
59390;0515132187;0
271342;0812576403;0
46443;0590427261;7
274061;0373760299;0
260897;1573229881;0
128525;0812504798;0
13268;0373052987;0
198711;0373121598;0
142540;0099163926;6
234683;082177378X;0
242824;0786010576;0
259363;0515132020;0
118881;0953765075;0
120082;0684195984;0
235105;0345327454;7
78553;0345235150;0
267510;0028610954;0
136698;0440241073;0
155047;2070757994;10
83750;0385319568;9
150124;014025448X;0
242073;0804115761;0
261379;9726625785;6
264152;0836204158;10
11601;0553293877;0
41953;0006512135;5
75860;0515132284;0
43246;0670825212;10
153662;0515133973;10
29855;0671739778;0
258152;0140259104;0
147649;2844050441;9
205765;1573222259;10
32554;1580080405;8
198397;880445878X;0
177458;0671319612;0
17172;051722285X;0
206967;0394569962;0
144555;441330681;0
42914;0451190521;0
257777;0812576152;0
14958;8401496071;6
160077;0380731819;8
71812;0140482091;0
141441;0140113428;10
95902;8483106604;9
227447;0373224184;0
149204;0156028778;0
11676;185868885X;4
249335;0425051854;0
84872;0895295296;5
114414;0449227847;0
222488;0006493157;9
119282;0842329218;0
136313;0452282624;0
247429;0451192931;0
51184;3453158830;8
73394;0452272734;0
182238;0743467523;8
49661;0765342308;0
88793;0375507124;0
43190;0446602612;8
73651;0312980124;0
180102;1552782441;5
70415;0786882751;10
98297;5050021936;0
247978;3473386391;0
175485;3453050231;0
182183;0140316728;10
169699;0060391677;5
39281;0670031208;5
109135;0142001740;9
162438;0446530220;0
245740;0830816550;8
212898;0671567705;0
234423;2070428710;0
133571;0886775256;0
107453;0440224675;0
205473;039455633X;0
111760;3499260603;6
111578;0525945636;0
52917;0192820052;5
30511;0679448594;0
16795;0061051721;8
198726;1582342849;9
100115;0778320375;0
30746;0373710992;0
643;2253046922;8
12538;0345296591;0
201017;0425142868;0
185384;0876141688;0
234828;0440176387;0
78448;0425136191;8
35407;3596200016;0
140842;3596258758;8
213953;0553268899;9
147847;0316666343;0
228764;044022439X;0
22625;0385721420;0
117852;1401300316;0
54161;0679886222;8
165183;015644450X;8
206675;185326153X;0
185384;188522298X;0
179744;842392100X;0
256892;0812511816;8
158254;0385319207;0
35859;0399131868;0
25395;0553104489;0
110912;0553572040;8
275970;0805055894;0
206979;0027368718;0
191560;0812815394;0
209756;0425134717;0
227705;1558743669;0
151824;0515123498;0
52894;0671656457;0
107021;0312981961;0
60098;0373293143;0
64241;0821737864;0
125863;0380820293;0
260239;3499226375;8
8782;1551053020;5
77306;0440235162;8
260897;0312274920;0
6703;8472917401;0
114414;067183276X;0
184661;0060199539;0
213202;0440236053;10
94242;8478886451;9
238557;0515133302;0
184891;068816112X;0
171118;0743203313;0
9502;0451176464;8
51962;0671745239;0
136509;0805010858;0
62891;067944999X;9
8681;0876308000;0
8066;0877957215;0
38802;0440212073;0
184299;0060977213;0
268657;0671738224;4
30861;0743411250;5
78834;0671898264;0
198711;0590469355;0
211944;0821767089;9
244159;3442117232;7
198711;084314128X;0
215512;1558744630;6
135398;0399147284;0
226545;0380753014;0
18439;0060193158;8
47971;0684836270;0
206583;8807813815;9
110973;039913705X;0
63357;9041701591;6
217986;0385312105;0
242098;0385265700;10
12272;0140620508;0
80672;002054555X;0
136205;0440235758;0
200226;0380730138;0
82511;0747257884;0
217121;014027166X;0
240663;0312201656;10
187397;0786880821;10
212898;0440059089;0
151503;044921852X;0
119833;9027440204;0
137397;0773750363;0
6242;0156006391;5
169682;0684818949;5
151806;0553261592;0
184365;0836221362;10
117256;0380710722;9
92979;0684843161;0
182987;8401014603;0
41622;0312979754;0
94421;0864422652;9
71514;0553271091;0
162639;0446527165;0
32440;0684857510;0
258938;0446691798;3
97972;0749309423;9
135879;0060936231;0
127233;0441003257;0
73196;0446607223;0
70205;0440211727;5
109461;1585421596;0
25533;0552141747;0
127359;0763621897;0
132582;8806141139;0
190925;0821775316;0
37208;0061080632;8
21224;0394500792;6
52673;2070388905;7
224525;0875420222;10
259064;0525934251;0
177432;0738806935;7
201674;0972393617;7
162882;0805063897;8
245925;0553293915;0
249628;0553296981;0
145165;0006179169;0
8681;0425183270;8
145165;057119866X;0
242361;0451202996;0
164008;8477201447;1
224435;0553578693;0
210048;359650158X;8
112083;4766111478;8
89869;0553485237;0
232131;0023132027;0
42257;0452282829;8
5037;0451188497;0
16916;0451527127;0
69933;0684831708;8
76626;1857024966;8
153662;037323998X;0
53174;0399143629;0
35857;0399147128;0
121532;0312119259;3
148744;0525444750;0
55492;0451201922;0
226879;0671697838;0
184299;0393316521;0
86033;0733615635;8
216724;1887178740;2
78834;0345368355;0
23768;0446363383;0
110029;0263790606;0
23595;0375500510;8
40943;0590437577;0
110483;0399521542;0
170073;0345455576;0
29117;8806145983;8
209756;0140110720;0
100115;0425195899;0
212467;0515119644;5
35918;0061020613;6
263877;1857978692;0
123981;0609603264;0
214655;0590383892;7
248805;0671832174;0
215136;0373271123;0
150498;0801650879;10
61619;0140172343;0
181807;842262687X;7
244420;034545197X;5
4785;0806967315;8
111174;067945960X;0
141109;0688050336;0
264637;0373244150;0
132909;0385492081;9
43806;0312952716;10
51094;0061092045;0
150979;0373250150;0
90616;0439136350;0
13552;0312983743;0
177277;1559703784;0
278418;0345428919;0
213494;0385423128;0
248727;0743406184;0
32195;1551664348;0
200832;325723371X;0
37644;0064400581;0
164096;848300724X;0
160401;0373031122;5
43246;0064472272;0
169249;055325121X;9
60707;0064407128;7
48975;0142000205;9
112001;0891096795;0
270838;0152023291;10
37426;0345452569;0
177458;1560763183;0
231159;0316607630;0
27551;0553564404;0
253590;0140860673;7
87555;0394497848;0
153662;0440227259;0
111847;0688064345;10
127762;1479400599;7
126736;0373483546;0
53628;2070422364;8
269677;0671751506;0
246655;0449230619;0
219219;034545071X;0
267282;0373227744;0
257919;0553569570;0
245963;0373024800;0
85944;0790001799;0
228998;0440225043;0
177737;067976402X;8
25850;0671253832;9
97569;9100570303;0
125287;0679745793;0
225810;0449222713;0
204864;0312975228;0
194614;0345381742;0
113334;156512345X;8
75860;0440236851;0
49642;0330369431;9
258152;055302907X;0
32773;0312966970;0
222688;0878578188;0
132597;0671042858;0
44535;1558747109;5
224764;0452278848;0
153662;0843946598;0
224349;2890523667;0
167471;1400047714;0
155147;0060961325;9
199384;0939416549;8
210485;0671685430;0
127233;0767913000;7
124942;081672881X;0
145619;0395859972;0
85656;0373078854;0
240100;880430278X;0
198711;0373115164;0
11676;844507119X;8
76352;0394461096;0
35908;0140377611;8
38023;0425130258;0
28204;0316037443;0
30711;0743215052;0
7346;0345313097;6
270554;0156628708;0
194500;184195392X;10
155147;0393009688;8
126812;0743424425;0
221445;0440407818;5
35857;0330312790;0
95359;0451206096;0
128696;0590386158;0
93092;0307215504;0
102967;0385152329;0
36836;0146000366;0
182053;0971880107;0
99765;0446611808;8
153662;0451156609;0
86856;2266104535;0
27472;067168132X;0
85616;0880299002;0
123867;0446527033;8
131402;0330236474;0
30806;0446359750;0
269566;0373280025;0
144925;0451526554;8
74517;006101351X;0
178522;0399142878;0
140510;0743432746;0
92810;0394726251;9
160803;0892967498;0
171594;006015957X;0
224764;1551664437;0
53150;1550651382;8
69971;0316666343;0
240567;0380754126;7
71568;0373790899;0
249140;0140020535;7
36715;0435907182;10
183090;0517703939;0
203506;0374121230;7
183995;0307247120;0
227447;0373484232;0
6366;0613282728;10
60244;0842329218;0
257308;0061042943;0
65228;0345413903;7
228826;0345380517;9
40889;0743460529;6
233889;0439064872;0
33656;1576734110;5
38781;0515121746;0
273906;3570205967;0
190925;080411997X;0
1223;0316693324;3
113519;0312262841;0
164027;0767908244;0
88879;0671877895;0
86371;0440211891;8
111924;0399142991;6
15049;084235266X;7
133571;0520072553;0
124489;0440109930;0
122716;0312020317;0
31556;059035342X;8
61028;0425132048;9
207851;0674306880;6
246655;0821770500;0
209477;0425188361;0
153662;0448418509;0
229551;0345391055;0
117858;0553579983;0
33744;0393312461;0
118093;0140344454;0
243533;0316777722;6
195129;0446525537;0
238781;0425167631;0
93047;0395628830;0
212898;0061099341;0
187517;0440202558;0
175101;0892965991;8
251613;0553232924;0
153662;0759903220;0
217130;0446351946;0
149908;0140586288;0
88733;0066238501;8
151806;1551662817;0
7528;0440220653;0
242646;034541389X;0
86392;1401202241;9
37400;0140119906;0
116310;0060548266;10
115120;0804106304;0
79506;0312995423;0
83707;0870671901;0
252865;0743457943;6
248613;0441003451;9
68249;068486360X;9
191716;0670875716;0
96194;0446609323;8
253626;0312422164;8
96335;0812544501;8
190492;0449241637;7
236283;0380759489;0
13850;0871233568;0
178667;1586215981;0
115490;0486424499;0
40559;0380978415;0
16599;0393955559;0
258160;0316769487;0
190925;0931454999;0
87712;0385336179;0
271375;031216842X;0
257450;0375422013;0
208141;0590981811;0
73870;0066211611;0
11676;0812972236;7
175559;0140063897;0
274061;0373118813;0
87002;0945575823;0
255814;0446394521;8
174304;0553246259;7
132083;0451198948;0
216683;0312962770;0
115490;1572970065;0
90088;1561381640;0
230522;0517526417;0
163579;0842329129;6
245790;9736838927;9
83178;0380791609;0
104636;0440217466;0
123459;1586490001;10
201526;0140361227;0
